Position,Nom planète, Rayon (km), Distance soleil (km)
Mercure, 2439.7, 57910000
Vénus, 6051.8, 108200000
Terre, 6371.0, 149600000
Mars, 3389.5, 227900000
Jupiter, 69911.0, 778500000
Saturne, 58232.0, 1434000000
Uranus, 25362.0, 2871000000
Neptune, 24622.0, 4495000000
